,promotionid,itemid,modelid,promotion_price,rebate,discount_percent,start_time,end_time
1307,2000000185,216719533,140037639,299,71,0.191891892,3/7/17 12:00,4/7/17 12:00
1309,2000000185,236706932,231679020,299,121,0.288095238,3/7/17 12:00,4/7/17 12:00
1314,2000000185,223266626,144315970,199,50,0.200803213,3/7/17 12:00,4/7/17 12:00
1316,2000000185,319035291,225746195,399,181,0.312068966,3/7/17 12:00,4/7/17 12:00
1328,2000000185,320067048,228218651,99,101,0.505,3/7/17 12:00,4/7/17 12:00
1342,2000000192,6207219,0,198,99,0.333333333,4/7/17 12:00,5/7/17 12:00
1343,2000000192,240751784,215029602,129,271,0.6775,4/7/17 12:00,5/7/17 12:00
1345,2000000192,8589772,0,238,212,0.471111111,4/7/17 12:00,5/7/17 12:00
1346,2000000192,37199732,20076336,279,311,0.527118644,4/7/17 12:00,5/7/17 12:00
1350,2000000192,25758969,12665139,249,150,0.37593985,4/7/17 12:00,5/7/17 12:00
1362,2000000192,114446461,0,339,160,0.320641283,4/7/17 12:00,5/7/17 12:00
1363,2000000192,206999481,134356431,3990,2000,0.333889816,4/7/17 12:00,5/7/17 12:00
1366,2000000192,49893592,87640544,85,33,0.279661017,4/7/17 12:00,5/7/17 12:00
1368,2000000192,79451171,63382574,99,78,0.440677966,4/7/17 12:00,5/7/17 12:00
1369,2000000192,25661835,0,190,77,0.288389513,4/7/17 12:00,5/7/17 12:00
1370,2000000192,256759331,232167475,450,110,0.196428571,4/7/17 12:00,5/7/17 12:00
1375,2000000192,16930906,0,399,251,0.386153846,4/7/17 12:00,5/7/17 12:00
1376,2000000192,46689836,232002508,1880,600,0.241935484,4/7/17 12:00,5/7/17 12:00
1390,2000000192,82276468,65532628,369,228,0.381909548,4/7/17 12:00,5/7/17 12:00
1391,2000000192,117852042,0,2900,1700,0.369565217,4/7/17 12:00,5/7/17 12:00
1392,2000000192,315033517,216169189,199,263,0.569264069,4/7/17 12:00,5/7/17 12:00
1400,2000000192,317649845,222052791,390,590,0.602040816,4/7/17 12:00,5/7/17 12:00
1410,2000000192,291119394,0,10899,3901,0.263581081,4/7/17 12:00,5/7/17 12:00
1411,2000000192,318219043,223521696,599,200,0.250312891,4/7/17 12:00,5/7/17 12:00
1412,2000000192,304262130,204497383,49,50,0.505050505,4/7/17 12:00,5/7/17 12:00
1416,2000000202,71744604,76443874,399,181,0.312068966,5/7/17 12:00,6/7/17 12:00
1417,2000000202,226132611,146491820,99,81,0.45,5/7/17 12:00,6/7/17 12:00
1437,2000000202,323685992,0,198,122,0.38125,5/7/17 12:00,6/7/17 12:00
1438,2000000202,26929579,205005194,1280,400,0.238095238,5/7/17 12:00,6/7/17 12:00
1440,2000000202,14239868,6418397,69,69,0.5,5/7/17 12:00,6/7/17 12:00
1445,2000000202,57941879,51784584,1190,490,0.291666667,5/7/17 12:00,6/7/17 12:00
1446,2000000202,242546978,157650558,3299,1691,0.338877756,5/7/17 12:00,6/7/17 12:00
1448,2000000202,38493661,21351270,399,101,0.202,5/7/17 12:00,6/7/17 12:00
1449,2000000202,318674195,0,1499,1181,0.440671642,5/7/17 12:00,6/7/17 12:00
1450,2000000202,231600976,233276654,150,49,0.246231156,5/7/17 12:00,6/7/17 12:00
1452,2000000202,315169890,216430502,129,60,0.317460317,5/7/17 12:00,6/7/17 12:00
1453,2000000202,306377845,206266216,249,250,0.501002004,5/7/17 12:00,6/7/17 12:00
1463,2000000202,152875773,156197725,2599,1091,0.295663957,5/7/17 12:00,6/7/17 12:00
1468,2000000202,319452285,226861731,135,64,0.32160804,5/7/17 12:00,6/7/17 12:00
1482,2000000202,239230328,155564398,1150,350,0.233333333,5/7/17 12:00,6/7/17 12:00
1484,2000000202,319384043,226711988,159,60,0.273972603,5/7/17 12:00,6/7/17 12:00
1493,2000000202,242279958,209166984,219,241,0.523913043,5/7/17 12:00,6/7/17 12:00
1497,2000000202,256867044,0,409,111,0.213461538,5/7/17 12:00,6/7/17 12:00
1498,2000000202,307853419,207626401,120,230,0.657142857,5/7/17 12:00,6/7/17 12:00
1502,2000000202,314290900,0,1999,600,0.230858022,5/7/17 12:00,6/7/17 12:00
1503,2000000208,47076174,77123088,880,220,0.2,6/7/17 12:00,7/7/17 12:00
1509,2000000208,42137412,24510100,49,50,0.505050505,6/7/17 12:00,7/7/17 12:00
1515,2000000208,7120009,1410868,439,161,0.268333333,6/7/17 12:00,7/7/17 12:00
1516,2000000208,10346536,223673588,140,60,0.3,6/7/17 12:00,7/7/17 12:00
1517,2000000208,88187219,73836650,265,125,0.320512821,6/7/17 12:00,7/7/17 12:00
1518,2000000208,118738565,124676024,329,80,0.195599022,6/7/17 12:00,7/7/17 12:00
1519,2000000208,20140004,10449652,149,51,0.255,6/7/17 12:00,7/7/17 12:00
1522,2000000208,316443808,218995666,2450,670,0.21474359,6/7/17 12:00,7/7/17 12:00
1530,2000000208,281663997,187301853,499,431,0.46344086,6/7/17 12:00,7/7/17 12:00
1535,2000000208,319559759,227188203,990,660,0.4,6/7/17 12:00,7/7/17 12:00
1540,2000000208,320102741,244296273,2990,800,0.211081794,6/7/17 12:00,7/7/17 12:00
1542,2000000208,37681864,20538140,1999,3181,0.614092664,6/7/17 12:00,7/7/17 12:00
1546,2000000208,81216878,64725890,999,250,0.200160128,6/7/17 12:00,7/7/17 12:00
1548,2000000208,191711809,126505548,199,381,0.656896552,6/7/17 12:00,7/7/17 12:00
1568,2000000208,85031608,67671470,490,209,0.298998569,6/7/17 12:00,7/7/17 12:00
1571,2000000208,92033273,72928160,2288,2311,0.502500544,6/7/17 12:00,7/7/17 12:00
1574,2000000208,307670206,0,39,20,0.338983051,6/7/17 12:00,7/7/17 12:00
1575,2000000208,256669386,167152556,459,221,0.325,6/7/17 12:00,7/7/17 12:00
1576,2000000208,228852254,0,299,131,0.304651163,6/7/17 12:00,7/7/17 12:00
1577,2000000208,318164588,223375457,89,30,0.25210084,6/7/17 12:00,7/7/17 12:00
1582,2000000216,37238663,244876633,156,64,0.290909091,7/7/17 12:00,8/7/17 12:00
1583,2000000216,90053008,87539540,2180,920,0.296774194,7/7/17 12:00,8/7/17 12:00
1588,2000000216,12474046,234244594,299,97,0.244949495,7/7/17 12:00,8/7/17 12:00
1589,2000000216,89636615,71218680,950,430,0.311594203,7/7/17 12:00,8/7/17 12:00
1595,2000000216,319681193,227488723,12999,6991,0.349724862,7/7/17 12:00,8/7/17 12:00
1598,2000000216,14349838,215207777,299,373,0.555059524,7/7/17 12:00,8/7/17 12:00
1599,2000000216,139405498,101189516,880,800,0.476190476,7/7/17 12:00,8/7/17 12:00
1602,2000000216,20697950,0,229,171,0.4275,7/7/17 12:00,8/7/17 12:00
1603,2000000216,271983242,0,199,200,0.501253133,7/7/17 12:00,8/7/17 12:00
1604,2000000216,53158147,0,1290,409,0.240729841,7/7/17 12:00,8/7/17 12:00
1605,2000000216,145590589,104027636,95,54,0.362416107,7/7/17 12:00,8/7/17 12:00
1609,2000000216,162134365,110931283,1990,1860,0.483116883,7/7/17 12:00,8/7/17 12:00
1610,2000000216,231345943,149932621,540,259,0.324155194,7/7/17 12:00,8/7/17 12:00
1612,2000000216,338608338,244920417,267,153,0.364285714,7/7/17 12:00,8/7/17 12:00
1613,2000000216,219574171,141828353,369,228,0.381909548,7/7/17 12:00,8/7/17 12:00
1614,2000000216,85490072,68007946,399,140,0.25974026,7/7/17 12:00,8/7/17 12:00
1616,2000000216,319644263,0,1780,908,0.337797619,7/7/17 12:00,8/7/17 12:00
1617,2000000216,191477552,126366423,99,291,0.746153846,7/7/17 12:00,8/7/17 12:00
1621,2000000216,262766740,171895573,99,297,0.75,7/7/17 12:00,8/7/17 12:00
1640,2000000225,79403299,216096968,299,493,0.622474747,8/7/17 12:00,9/7/17 12:00
1641,2000000225,130657377,177534136,799,501,0.385384615,8/7/17 12:00,9/7/17 12:00
1642,2000000225,5701259,0,2799,681,0.195689655,8/7/17 12:00,9/7/17 12:00
1643,2000000225,15803495,7539568,129,61,0.321052632,8/7/17 12:00,9/7/17 12:00
1647,2000000225,21670686,231694671,349,351,0.501428571,8/7/17 12:00,9/7/17 12:00
1648,2000000225,6671592,1143260,149,50,0.251256281,8/7/17 12:00,9/7/17 12:00
1651,2000000225,42716144,24919088,1530,769,0.334493258,8/7/17 12:00,9/7/17 12:00
1654,2000000225,114956750,224433127,679,801,0.541216216,8/7/17 12:00,9/7/17 12:00
1658,2000000225,298949599,200631015,399,80,0.167014614,8/7/17 12:00,9/7/17 12:00
1664,2000000225,318671851,224608715,499,200,0.286123033,8/7/17 12:00,9/7/17 12:00
1665,2000000225,138312479,172814874,289,461,0.614666667,8/7/17 12:00,9/7/17 12:00
1669,2000000225,319705810,246527608,6480,3519,0.351935194,8/7/17 12:00,9/7/17 12:00
1681,2000000225,245739056,247317810,89,166,0.650980392,8/7/17 12:00,9/7/17 12:00
1682,2000000225,67322990,53532335,650,330,0.336734694,8/7/17 12:00,9/7/17 12:00
1685,2000000225,238469790,0,2750,1540,0.358974359,8/7/17 12:00,9/7/17 12:00
1686,2000000225,318985882,225479055,1480,500,0.252525253,8/7/17 12:00,9/7/17 12:00
1689,2000000225,164452042,111941154,359,100,0.217864924,8/7/17 12:00,9/7/17 12:00
1692,2000000225,254011451,165234729,90,60,0.4,8/7/17 12:00,9/7/17 12:00
1696,2000000225,316266458,218659276,65,53,0.449152542,8/7/17 12:00,9/7/17 12:00
1701,2000000225,262667263,171817881,119,40,0.251572327,8/7/17 12:00,9/7/17 12:00
1709,2000000227,263123620,172178780,399,100,0.200400802,9/7/17 12:00,10/7/17 12:00
1712,2000000227,341043909,247702964,139,160,0.535117057,9/7/17 12:00,10/7/17 12:00
1727,2000000227,225964023,146351664,2880,1700,0.371179039,9/7/17 12:00,10/7/17 12:00
1734,2000000227,3907257,0,2990,1000,0.250626566,9/7/17 12:00,10/7/17 12:00
1735,2000000227,20462794,10905316,49,50,0.505050505,9/7/17 12:00,10/7/17 12:00
1740,2000000227,88136249,91154249,330,120,0.266666667,9/7/17 12:00,10/7/17 12:00
1741,2000000227,341314209,0,359,100,0.217864924,9/7/17 12:00,10/7/17 12:00
1742,2000000227,290543659,0,199,100,0.334448161,9/7/17 12:00,10/7/17 12:00
1743,2000000227,318267762,248036332,750,330,0.305555556,9/7/17 12:00,10/7/17 12:00
1754,2000000227,233871301,151779664,519,231,0.308,9/7/17 12:00,10/7/17 12:00
1755,2000000227,318162049,223369704,188,61,0.24497992,9/7/17 12:00,10/7/17 12:00
1763,2000000227,307794212,207545096,199,100,0.334448161,9/7/17 12:00,10/7/17 12:00
1775,2000000227,341035909,247694931,79,46,0.368,9/7/17 12:00,10/7/17 12:00
1783,2000000227,236147802,179929567,8490,3410,0.286554622,9/7/17 12:00,10/7/17 12:00
1784,2000000227,316247174,218623241,599,200,0.250312891,9/7/17 12:00,10/7/17 12:00
1790,2000000227,318097075,223182795,699,200,0.22246941,9/7/17 12:00,10/7/17 12:00
1791,2000000227,306194621,206365102,2250,2700,0.545454545,9/7/17 12:00,10/7/17 12:00
1796,2000000227,173216965,0,289,71,0.197222222,9/7/17 12:00,10/7/17 12:00
1797,2000000227,257348013,0,799,851,0.515757576,9/7/17 12:00,10/7/17 12:00
1798,2000000227,314124698,214665051,569,430,0.43043043,9/7/17 12:00,10/7/17 12:00
1800,2000000235,161385699,0,239,81,0.253125,10/7/17 12:00,10/7/17 21:00
1801,2000000235,341524746,248241076,89,210,0.702341137,10/7/17 12:00,10/7/17 21:00
1809,2000000235,25215494,0,230,140,0.378378378,10/7/17 12:00,10/7/17 21:00
1810,2000000235,276939552,182649954,14388,2512,0.148639053,10/7/17 12:00,10/7/17 21:00
1813,2000000235,322687667,247772471,99,26,0.208,10/7/17 12:00,10/7/17 21:00
1814,2000000235,196115688,0,54,16,0.228571429,10/7/17 12:00,10/7/17 21:00
1815,2000000235,119383291,248104000,209,67,0.242753623,10/7/17 12:00,10/7/17 21:00
1816,2000000235,266040968,174164379,2850,950,0.25,10/7/17 12:00,10/7/17 21:00
1822,2000000235,179545568,120175752,135,65,0.325,10/7/17 12:00,10/7/17 21:00
1824,2000000235,70289676,56214034,119,91,0.433333333,10/7/17 12:00,10/7/17 21:00
1832,2000000235,48857056,30722917,150,0,0,10/7/17 12:00,10/7/17 21:00
1838,2000000235,322517541,248135711,999,681,0.405357143,10/7/17 12:00,10/7/17 21:00
1848,2000000235,137190631,100126441,4880,640,0.115942029,10/7/17 12:00,10/7/17 21:00
1851,2000000235,338662164,245003602,2780,1210,0.303258145,10/7/17 12:00,10/7/17 21:00
1852,2000000235,196010736,128468397,169,130,0.434782609,10/7/17 12:00,10/7/17 21:00
1858,2000000237,506001,15844329,435,255,0.369565217,10/7/17 21:00,11/7/17 12:00
1862,2000000237,313488171,213986294,99,30,0.23255814,10/7/17 21:00,11/7/17 12:00
1868,2000000237,316419330,218950275,259,191,0.424444444,10/7/17 21:00,11/7/17 12:00
1877,2000000237,18269126,13696446,80,40,0.333333333,10/7/17 21:00,11/7/17 12:00
1881,2000000237,15157719,11315148,1580,400,0.202020202,10/7/17 21:00,11/7/17 12:00
1884,2000000237,154670929,0,197,53,0.212,10/7/17 21:00,11/7/17 12:00
1885,2000000237,323764242,0,459,633,0.57967033,10/7/17 21:00,11/7/17 12:00
1886,2000000237,342756664,249383819,250,105,0.295774648,10/7/17 21:00,11/7/17 12:00
1888,2000000237,41373386,0,2199,951,0.301904762,10/7/17 21:00,11/7/17 12:00
1889,2000000237,115457214,88653493,669,481,0.41826087,10/7/17 21:00,11/7/17 12:00
1899,2000000237,322302043,231667447,1500,480,0.242424242,10/7/17 21:00,11/7/17 12:00
1901,2000000237,75982569,60764492,319,80,0.200501253,10/7/17 21:00,11/7/17 12:00
1907,2000000237,289372958,192609348,475,124,0.207011686,10/7/17 21:00,11/7/17 12:00
1908,2000000237,208426542,135136093,229,226,0.496703297,10/7/17 21:00,11/7/17 12:00
1912,2000000237,318904535,225136547,119,157,0.56884058,10/7/17 21:00,11/7/17 12:00
1913,2000000247,39073387,24003372,269,110,0.290237467,11/7/17 12:00,11/7/17 21:00
1914,2000000247,36429767,232267788,299,91,0.233333333,11/7/17 12:00,11/7/17 21:00
1915,2000000247,315869951,0,1999,991,0.331438127,11/7/17 12:00,11/7/17 21:00
1916,2000000247,315689097,217391889,739,260,0.26026026,11/7/17 12:00,11/7/17 21:00
1917,2000000247,12914526,9452687,1180,300,0.202702703,11/7/17 12:00,11/7/17 21:00
1920,2000000247,38676775,21545250,777,313,0.287155963,11/7/17 12:00,11/7/17 21:00
1925,2000000247,226283153,146618856,179,221,0.5525,11/7/17 12:00,11/7/17 21:00
1928,2000000247,14924607,6926761,299,99,0.248743719,11/7/17 12:00,11/7/17 21:00
1932,2000000247,16045268,7702271,120,80,0.4,11/7/17 12:00,11/7/17 21:00
1933,2000000247,71361502,57141194,299,238,0.44320298,11/7/17 12:00,11/7/17 21:00
1951,2000000247,224524226,145262402,680,700,0.507246377,11/7/17 12:00,11/7/17 21:00
1954,2000000247,68357437,184933214,1950,630,0.244186047,11/7/17 12:00,11/7/17 21:00
1960,2000000247,68436852,220262208,499,481,0.490816327,11/7/17 12:00,11/7/17 21:00
1965,2000000247,185068233,123088372,199,91,0.313793103,11/7/17 12:00,11/7/17 21:00
1971,2000000247,256096512,0,2299,700,0.233411137,11/7/17 12:00,11/7/17 21:00
1972,2000000247,313341054,245532273,185,45,0.195652174,11/7/17 12:00,11/7/17 21:00
1982,2000000250,242756504,212984754,299,169,0.361111111,11/7/17 21:00,12/7/17 12:00
1983,2000000250,7161263,0,259,341,0.568333333,11/7/17 21:00,12/7/17 12:00
1984,2000000250,14487918,170998362,549,831,0.602173913,11/7/17 21:00,12/7/17 12:00
1985,2000000250,89013514,70723888,179,50,0.218340611,11/7/17 21:00,12/7/17 12:00
1986,2000000250,62528695,48956931,159,41,0.205,11/7/17 21:00,12/7/17 12:00
1988,2000000250,17889547,0,899,350,0.280224179,11/7/17 21:00,12/7/17 12:00
1989,2000000250,105529312,203330191,389,210,0.350584307,11/7/17 21:00,12/7/17 12:00
1998,2000000250,315739649,217475854,598,492,0.451376147,11/7/17 21:00,12/7/17 12:00
2000,2000000250,265752534,173877272,7990,2000,0.2002002,11/7/17 21:00,12/7/17 12:00
2003,2000000250,230648525,149386474,199,51,0.204,11/7/17 21:00,12/7/17 12:00
2006,2000000250,309057668,208901987,1799,881,0.328731343,11/7/17 21:00,12/7/17 12:00
2013,2000000250,99532187,77993942,199,100,0.334448161,11/7/17 21:00,12/7/17 12:00
2020,2000000250,109178315,96791939,599,281,0.319318182,11/7/17 21:00,12/7/17 12:00
2025,2000000250,198748288,0,699,189,0.212837838,11/7/17 21:00,12/7/17 12:00
2026,2000000250,346643268,0,150,98,0.39516129,11/7/17 21:00,12/7/17 12:00
2027,2000000261,12467994,5035981,239,149,0.384020619,12/7/17 12:00,12/7/17 21:00
2042,2000000261,322684934,0,109,28,0.204379562,12/7/17 12:00,12/7/17 21:00
2043,2000000261,104705856,0,1249,741,0.372361809,12/7/17 12:00,12/7/17 21:00
2044,2000000261,5588530,0,1899,641,0.252362205,12/7/17 12:00,12/7/17 21:00
2045,2000000261,247350238,0,169,-151,-8.388888889,12/7/17 12:00,12/7/17 21:00
2046,2000000261,322645668,232131237,399,101,0.202,12/7/17 12:00,12/7/17 21:00
2050,2000000261,28440559,0,439,241,0.354411765,12/7/17 12:00,12/7/17 21:00
2051,2000000261,59974475,224419451,1399,481,0.255851064,12/7/17 12:00,12/7/17 21:00
2062,2000000261,315961996,218059338,259,77,0.229166667,12/7/17 12:00,12/7/17 21:00
2063,2000000261,22769109,94556344,3950,3430,0.464769648,12/7/17 12:00,12/7/17 21:00
2064,2000000261,340339716,247011121,229,60,0.207612457,12/7/17 12:00,12/7/17 21:00
2066,2000000261,320161714,228488946,1999,891,0.308304498,12/7/17 12:00,12/7/17 21:00
2080,2000000261,315786997,0,199,51,0.204,12/7/17 12:00,12/7/17 21:00
2081,2000000261,44547728,28039071,69,31,0.31,12/7/17 12:00,12/7/17 21:00
2085,2000000261,319410788,252727840,199,191,0.48974359,12/7/17 12:00,12/7/17 21:00
2105,2000000261,140542127,101781986,390,910,0.7,12/7/17 12:00,12/7/17 21:00
2110,2000000263,196287748,0,399,151,0.274545455,12/7/17 21:00,13/7/17 12:00
2111,2000000263,8353184,19743858,699,591,0.458139535,12/7/17 21:00,13/7/17 12:00
2112,2000000263,66942366,132302345,1399,600,0.300150075,12/7/17 21:00,13/7/17 12:00
2113,2000000263,13478131,0,249,141,0.361538462,12/7/17 21:00,13/7/17 12:00
2114,2000000263,77601668,0,130,70,0.35,12/7/17 21:00,13/7/17 12:00
2115,2000000263,286085454,190428595,149,50,0.251256281,12/7/17 21:00,13/7/17 12:00
2118,2000000263,6199618,148289426,440,190,0.301587302,12/7/17 21:00,13/7/17 12:00
2139,2000000263,139840212,101458425,699,200,0.22246941,12/7/17 21:00,13/7/17 12:00
2142,2000000263,6971439,255487271,110,46,0.294871795,12/7/17 21:00,13/7/17 12:00
2146,2000000263,286540310,0,165,110,0.4,12/7/17 21:00,13/7/17 12:00
2147,2000000263,314438733,252530157,329,81,0.197560976,12/7/17 21:00,13/7/17 12:00
2148,2000000263,60876248,47679565,149,100,0.401606426,12/7/17 21:00,13/7/17 12:00
2163,2000000263,68258007,74525051,1999,981,0.329194631,12/7/17 21:00,13/7/17 12:00
2172,2000000263,81244644,64752480,1850,530,0.222689076,12/7/17 21:00,13/7/17 12:00
2175,2000000263,257029524,167398470,999,181,0.153389831,12/7/17 21:00,13/7/17 12:00
2176,2000000269,8959842,256253366,198,162,0.45,13/7/17 12:00,13/7/17 21:00
2177,2000000269,3192424,164290766,95,7,0.068627451,13/7/17 12:00,13/7/17 21:00
2178,2000000269,38295204,0,515,0,0,13/7/17 12:00,13/7/17 21:00
2179,2000000269,312560885,212954055,69,130,0.653266332,13/7/17 12:00,13/7/17 21:00
2185,2000000269,48700596,256073101,299,101,0.2525,13/7/17 12:00,13/7/17 21:00
2186,2000000269,345741779,255920944,999,991,0.49798995,13/7/17 12:00,13/7/17 21:00
2203,2000000269,253621094,164982722,329,96,0.225882353,13/7/17 12:00,13/7/17 21:00
2205,2000000269,347066481,253747907,1760,490,0.217777778,13/7/17 12:00,13/7/17 21:00
2207,2000000269,101595301,79374689,219,130,0.372492837,13/7/17 12:00,13/7/17 21:00
2214,2000000269,108267931,140196246,2199,901,0.290645161,13/7/17 12:00,13/7/17 21:00
2219,2000000269,349293363,255938197,85,25,0.227272727,13/7/17 12:00,13/7/17 21:00
2228,2000000269,313096898,213536533,1990,2000,0.501253133,13/7/17 12:00,13/7/17 21:00
2229,2000000269,60099231,46304963,89,10,0.101010101,13/7/17 12:00,13/7/17 21:00
2244,2000000269,322488018,0,940,260,0.216666667,13/7/17 12:00,13/7/17 21:00
2245,2000000269,145615726,167495059,399,140,0.25974026,13/7/17 12:00,13/7/17 21:00
2246,2000000269,298805906,200499411,250,548,0.686716792,13/7/17 12:00,13/7/17 21:00
2250,2000000272,93485424,73869196,115,4,0.033613445,13/7/17 21:00,14/7/17 12:00
2254,2000000272,61415186,0,990,990,0.5,13/7/17 21:00,14/7/17 12:00
2255,2000000272,251020377,223660721,140,140,0.5,13/7/17 21:00,14/7/17 12:00
2256,2000000272,126893247,95597865,149,1,0.006666667,13/7/17 21:00,14/7/17 12:00
2260,2000000272,135930076,99556763,99,51,0.34,13/7/17 21:00,14/7/17 12:00
2261,2000000272,169497282,114520596,350,100,0.222222222,13/7/17 21:00,14/7/17 12:00
2266,2000000272,84865997,0,155,44,0.221105528,13/7/17 21:00,14/7/17 12:00
2267,2000000272,320216622,0,6800,0,0,13/7/17 21:00,14/7/17 12:00
2268,2000000272,313707500,214258462,1150,349,0.232821881,13/7/17 21:00,14/7/17 12:00
2269,2000000272,52530120,36899115,699,251,0.264210526,13/7/17 21:00,14/7/17 12:00
2281,2000000272,319462944,226882279,3790,1700,0.309653916,13/7/17 21:00,14/7/17 12:00
2285,2000000272,67548836,199838972,2380,910,0.276595745,13/7/17 21:00,14/7/17 12:00
2297,2000000272,85477638,69467656,259,240,0.480961924,13/7/17 21:00,14/7/17 12:00
2299,2000000272,91423740,0,243,206,0.458797327,13/7/17 21:00,14/7/17 12:00
2300,2000000272,79079647,63124522,1380,500,0.265957447,13/7/17 21:00,14/7/17 12:00
2316,2000000272,186233621,123658212,299,150,0.334075724,13/7/17 21:00,14/7/17 12:00
2318,2000000280,3378401,12782970,119,81,0.405,14/7/17 12:00,14/7/17 21:00
2322,2000000280,271867756,178459062,679,601,0.46953125,14/7/17 12:00,14/7/17 21:00
2327,2000000280,6021332,154095120,499,81,0.139655172,14/7/17 12:00,14/7/17 21:00
2329,2000000280,116990632,89633200,199,89,0.309027778,14/7/17 12:00,14/7/17 21:00
2334,2000000280,38052083,77289321,259,140,0.350877193,14/7/17 12:00,14/7/17 21:00
2335,2000000280,340144392,0,263,87,0.248571429,14/7/17 12:00,14/7/17 21:00
2336,2000000280,202579540,132259746,180,418,0.698996656,14/7/17 12:00,14/7/17 21:00
